descripcion,decision
El defensor bloquea el disparo con la mano dentro del área,Penal
El lateral realiza una entrada peligrosa en el mediocampo,Roja
El mediocampista bloquea el disparo con la mano al borde del área,Gol válido
El arquero anota un gol dentro del área,Amarilla
El lateral toma la pelota con la mano en el mediocampo,No penal
El lateral despeja con fuerza cerca del arco,Offside
El arquero bloquea el disparo con la mano al borde del área,Roja
El arquero empuja a un rival al borde del área,Penal
El lateral realiza una entrada peligrosa al borde del área,Roja
El arquero pisa al rival al borde del área,Tiro libre
El delantero pisa al rival fuera del área,Gol anulado
El arquero despeja con fuerza dentro del área,Gol anulado
El delantero comete falta dentro del área cerca del arco,No penal
El defensor empuja a un rival durante un córner,Roja
El mediocampista realiza una entrada peligrosa después de un rebote,Roja
El defensor empuja a un rival fuera del área,Penal
El delantero pisa al rival después de un rebote,Gol válido
El lateral comete falta dentro del área dentro del área,Amarilla
El arquero comete falta sin balón durante un córner,Roja
El delantero bloquea el disparo con la mano tras revisión VAR,Tiro libre
El mediocampista empuja a un rival durante un córner,Offside
El defensor toma la pelota con la mano al borde del área,Penal
El defensor toca la pelota con la mano en el mediocampo,Roja
El mediocampista despeja con fuerza durante un córner,Roja
El arquero anota un gol durante un córner,Penal
El arquero anota un gol tras revisión VAR,Tiro libre
El lateral anota un gol tras revisión VAR,Gol válido
El delantero realiza una entrada peligrosa en el mediocampo,Roja
El arquero salta con el codo levantado fuera del área,No penal
El mediocampista anota un gol durante un córner,Gol válido
El defensor pisa al rival tras revisión VAR,Roja
El lateral salta con el codo levantado después de un rebote,Amarilla
El delantero comete falta dentro del área en el mediocampo,Offside
El defensor realiza una entrada peligrosa durante un córner,Roja
El defensor comete falta sin balón en el mediocampo,Sin infracción
El arquero despeja con fuerza fuera del área,Tiro libre
El delantero bloquea el disparo con la mano cerca del arco,Tiro libre
El mediocampista comete infracción desde atrás al borde del área,Amarilla
El arquero anota un gol después de un rebote,Amarilla
El defensor comete falta sin balón tras revisión VAR,Penal
El defensor comete falta sin balón al borde del área,Amarilla
El arquero bloquea el disparo con la mano al borde del área,Gol válido
El delantero anota un gol fuera del área,Amarilla
El arquero bloquea el disparo con la mano en el mediocampo,Roja
El defensor anota un gol fuera del área,No penal
El defensor empuja a un rival después de un rebote,No penal
El defensor comete falta sin balón después de un rebote,Gol válido
El defensor despeja con fuerza durante un córner,Roja
El mediocampista comete falta dentro del área cerca del arco,Amarilla
El delantero realiza una entrada peligrosa después de un rebote,Roja
El mediocampista empuja a un rival cerca del arco,Sin infracción
El delantero toma la pelota con la mano después de un rebote,No penal
El mediocampista anota un gol en el mediocampo,Roja
El lateral comete falta sin balón fuera del área,Gol anulado
El defensor pisa al rival durante un córner,Gol anulado
El delantero toma la pelota con la mano en el mediocampo,Roja
El arquero anota un gol en el mediocampo,Gol válido
El delantero despeja con fuerza en el mediocampo,Gol anulado
El arquero toca la pelota con la mano después de un rebote,Tiro libre
El arquero toca la pelota con la mano después de un rebote,Offside
El arquero anota un gol tras revisión VAR,Sin infracción
El arquero empuja a un rival después de un rebote,Amarilla
El lateral comete infracción desde atrás cerca del arco,Gol anulado
El arquero comete falta dentro del área dentro del área,Amarilla
El defensor comete falta dentro del área al borde del área,Gol válido
El defensor comete falta dentro del área cerca del arco,Amarilla
El defensor empuja a un rival al borde del área,Penal
El mediocampista bloquea el disparo con la mano cerca del arco,Roja
El lateral comete falta dentro del área dentro del área,Amarilla
El mediocampista toca la pelota con la mano cerca del arco,Roja
El arquero comete infracción desde atrás cerca del arco,Tiro libre
El defensor comete falta sin balón tras revisión VAR,Penal
El defensor empuja a un rival en el mediocampo,Gol anulado
El mediocampista toca la pelota con la mano dentro del área,Tiro libre
El delantero comete falta dentro del área después de un rebote,Amarilla
El lateral toca la pelota con la mano al borde del área,Gol válido
El lateral empuja a un rival después de un rebote,Penal
El lateral comete falta sin balón después de un rebote,Tiro libre
El mediocampista pisa al rival tras revisión VAR,Gol anulado
El arquero comete falta sin balón al borde del área,Gol anulado
El delantero pisa al rival fuera del área,Amarilla
El defensor comete infracción desde atrás después de un rebote,Gol válido
El lateral toca la pelota con la mano tras revisión VAR,Roja
El lateral salta con el codo levantado durante un córner,Gol válido
El arquero despeja con fuerza después de un rebote,No penal
El lateral comete falta sin balón al borde del área,Gol anulado
El delantero bloquea el disparo con la mano durante un córner,Roja
El lateral salta con el codo levantado durante un córner,Gol válido
El mediocampista despeja con fuerza fuera del área,Roja
El delantero pisa al rival durante un córner,Amarilla
El lateral anota un gol al borde del área,No penal
El mediocampista pisa al rival al borde del área,Offside
El mediocampista realiza una entrada peligrosa durante un córner,Roja
El delantero realiza una entrada peligrosa después de un rebote,Roja
El delantero comete falta dentro del área tras revisión VAR,Tiro libre
El lateral toma la pelota con la mano después de un rebote,Offside
El mediocampista toma la pelota con la mano después de un rebote,Tiro libre
El arquero realiza una entrada peligrosa dentro del área,Roja
El delantero anota un gol fuera del área,Offside
El mediocampista pisa al rival al borde del área,Amarilla
El delantero empuja a un rival al borde del área,Penal
El lateral anota un gol cerca del arco,Tiro libre
El mediocampista comete falta sin balón fuera del área,No penal
El delantero anota un gol dentro del área,Gol válido
El delantero empuja a un rival después de un rebote,Amarilla
El mediocampista comete falta sin balón dentro del área,Sin infracción
El delantero comete falta sin balón en el mediocampo,Amarilla
El mediocampista despeja con fuerza al borde del área,Penal
El defensor bloquea el disparo con la mano dentro del área,Penal
El arquero pisa al rival dentro del área,Gol válido
El arquero comete falta sin balón al borde del área,Amarilla
El lateral comete infracción desde atrás tras revisión VAR,Gol anulado
El defensor pisa al rival fuera del área,No penal
El delantero toca la pelota con la mano después de un rebote,Offside
El lateral toma la pelota con la mano después de un rebote,Roja
El mediocampista pisa al rival en el mediocampo,Tiro libre
El delantero comete falta dentro del área durante un córner,No penal
El mediocampista realiza una entrada peligrosa tras revisión VAR,Roja
El lateral despeja con fuerza al borde del área,No penal
El mediocampista toca la pelota con la mano durante un córner,Sin infracción
El defensor comete falta sin balón durante un córner,Sin infracción
El defensor empuja a un rival al borde del área,Penal
El defensor bloquea el disparo con la mano tras revisión VAR,Gol válido
El arquero comete falta dentro del área después de un rebote,Gol anulado
El arquero comete falta sin balón durante un córner,Roja
El mediocampista toca la pelota con la mano dentro del área,Roja
El arquero bloquea el disparo con la mano tras revisión VAR,Offside
El arquero bloquea el disparo con la mano después de un rebote,Gol anulado
El lateral toma la pelota con la mano después de un rebote,Roja
El delantero despeja con fuerza cerca del arco,Penal
El mediocampista toma la pelota con la mano al borde del área,Gol válido
El delantero pisa al rival cerca del arco,Gol válido
El lateral comete infracción desde atrás al borde del área,Tiro libre
El delantero realiza una entrada peligrosa tras revisión VAR,Roja
El arquero pisa al rival después de un rebote,Roja
El delantero realiza una entrada peligrosa dentro del área,Roja
El arquero toca la pelota con la mano dentro del área,Tiro libre
El arquero salta con el codo levantado al borde del área,Roja
El defensor pisa al rival cerca del arco,Sin infracción
El defensor salta con el codo levantado fuera del área,Tiro libre
El mediocampista comete infracción desde atrás durante un córner,Penal
El mediocampista anota un gol al borde del área,Amarilla
El mediocampista comete infracción desde atrás tras revisión VAR,Sin infracción
El delantero salta con el codo levantado fuera del área,Gol anulado
El arquero toma la pelota con la mano al borde del área,Sin infracción
El delantero despeja con fuerza dentro del área,Sin infracción
